id,lang1,lang2,lang3,lang4,lang5,lang6,lang7,lang8,lang9,lang10
52954, English, Français, Español,,,,,,,
412678, English,,,,,,,,,
412519, English,,,,,,,,,
36161, Pусский,,,,,,,,,
164990, বাংলা,,,,,,,,,
40790, English, , Español,,,,,,,
351242, English,,,,,,,,,
291351, English, 日本語,,,,,,,,
54837, Español,,,,,,,,,
270251,,,,,,,,,,
16257, 日本語,,,,,,,,,
320037, Español,,,,,,,,,
63186, Italiano,,,,,,,,,
36163, Pусский,,,,,,,,,
94055, English,,,,,,,,,
352492, English,,,,,,,,,
199644, Český,,,,,,,,,
369202, English, suomi,,,,,,,,
302818, Français, English,,,,,,,,
395985, Français,,,,,,,,,
51822, Español,,,,,,,,,
85483, English,,,,,,,,,
372058, 日本語,,,,,,,,,
361705, Español,,,,,,,,,
373397, Português,,,,,,,,,
63700, English,,,,,,,,,
206260, 普通话,,,,,,,,,
97513, No Language,,,,,,,,,
398633, English,,,,,,,,,
62726, Pусский,,,,,,,,,
66824, English,,,,,,,,,
173662, English,,,,,,,,,
110669, English,,,,,,,,,
172259, English,,,,,,,,,
34219, English, Español,,,,,,,,
50717, English,,,,,,,,,
89068, 广州话 / 廣州話, English, Español,,,,,,,
15611,,,,,,,,,,
380734, English,,,,,,,,,
41025, English,,,,,,,,,
288503, English,,,,,,,,,
27696, English,,,,,,,,,
175587,,,,,,,,,,
180095, English,,,,,,,,,
265314,,,,,,,,,,
253277, English,,,,,,,,,
111312, English,,,,,,,,,
97995, English,,,,,,,,,
398137, English,,,,,,,,,
89984,,,,,,,,,,
44173, English,,,,,,,,,
85196, English,,,,,,,,,
116514, English,,,,,,,,,
119374, Português,,,,,,,,,
44328,,,,,,,,,,
171346, English,,,,,,,,,
188001, English,,,,,,,,,
44868, English,,,,,,,,,
413232,,,,,,,,,,
413235,,,,,,,,,,
372640, Français,,,,,,,,,
295621, العربية,,,,,,,,,
382873, Hrvatski,,,,,,,,,
377852, English, Deutsch, 日本語,,,,,,,
298662, English,,,,,,,,,
20413, हिन्दी,,,,,,,,,
318277, English,,,,,,,,,
314404, Italiano,,,,,,,,,
169355, English,,,,,,,,,
111582, English,,,,,,,,,
108220, English,,,,,,,,,
96700, English,,,,,,,,,
128669, English,,,,,,,,,
74130, English,,,,,,,,,
113841, English,,,,,,,,,
285400,,,,,,,,,,
43500, English,,,,,,,,,
85840, English,,,,,,,,,
46014, English,,,,,,,,,
364690, English,,,,,,,,,
111031, English,,,,,,,,,
252853, English,,,,,,,,,
22240, Français,,,,,,,,,
22623, Français,,,,,,,,,
36162, Pусский,,,,,,,,,
40235, English, Français,,,,,,,,
375573, English,,,,,,,,,
336212, فارسی,,,,,,,,,
114499, English,,,,,,,,,
111326, English,,,,,,,,,
114503, English,,,,,,,,,
102743,,,,,,,,,,
189888, English,,,,,,,,,
278041, ,,,,,,,,,
381691, ,,,,,,,,,
130062, No Language,,,,,,,,,
410965, English,,,,,,,,,
189291,,,,,,,,,,
103218, Italiano,,,,,,,,,
60067, Italiano,,,,,,,,,
108437, Italiano,,,,,,,,,
64386, Français,,,,,,,,,
63269, Italiano,,,,,,,,,
198518, English, Español,,,,,,,,
105693, Italiano,,,,,,,,,
113629, Français,,,,,,,,,
214041, Italiano,,,,,,,,,
187744,,,,,,,,,,
80441, Italiano,,,,,,,,,
225940, Italiano,,,,,,,,,
180680, हिन्दी,,,,,,,,,
46040, हिन्दी,,,,,,,,,
75896, हिन्दी,,,,,,,,,
26153,,,,,,,,,,
147767, हिन्दी,,,,,,,,,
356191, Deutsch, English, Polski, ,,,,,,
58051, हिन्दी,,,,,,,,,
399814, English,,,,,,,,,
69775, English, हिन्दी,,,,,,,,
168114, हिन्दी,,,,,,,,,
351037, Italiano, Français, Nederlands,,,,,,,
411802, English,,,,,,,,,
188489, English,,,,,,,,,
245692, , Français, English, Pусский,,,,,,
52046,,,,,,,,,,
152625, ,,,,,,,,,
210737, , ,,,,,,,,
411822, ,,,,,,,,,
365339, English,,,,,,,,,
352582, English,,,,,,,,,
390497, 한국어/조선말,,,,,,,,,
175597,,,,,,,,,,
58365, 普通话,,,,,,,,,
381069, English,,,,,,,,,
47699, ελληνικά,,,,,,,,,
340487, English,,,,,,,,,
392807, English, suomi,,,,,,,,
377273, Português,,,,,,,,,
259246, English,,,,,,,,,
37202, English,,,,,,,,,
73690, English,,,,,,,,,
275771, English,,,,,,,,,
333127, English,,,,,,,,,
333126, English,,,,,,,,,
296193, English,,,,,,,,,
329690, English,,,,,,,,,
334461, English,,,,,,,,,
390782, English,,,,,,,,,
30858, Pусский,,,,,,,,,
413430, suomi,,,,,,,,,
218993, Français,,,,,,,,,
363841, euskera, English, Deutsch,,,,,,,
87788, English,,,,,,,,,
347033, English,,,,,,,,,
273856, English,,,,,,,,,
350839, shqip, English,,,,,,,,
341106, svenska, English,,,,,,,,
254323, Deutsch,,,,,,,,,
410537, English,,,,,,,,,
394668,,,,,,,,,,
209103, Français, English,,,,,,,,
388256, English,,,,,,,,,
401294, English,,,,,,,,,
329556, Pусский, English, ქართული,,,,,,,
129418, English, Français,,,,,,,,
248513, English,,,,,,,,,
414173, English,,,,,,,,,
413765, English,,,,,,,,,
386501, English,,,,,,,,,
384021, English,,,,,,,,,
320873, हिन्दी,,,,,,,,,
192178,,,,,,,,,,
388273, English,,,,,,,,,
36046, English,,,,,,,,,
14631, English,,,,,,,,,
32523, English,,,,,,,,,
48382,,,,,,,,,,
321530, 한국어/조선말, English, Italiano, Español,,,,,,
282996, English,,,,,,,,,
406231, English,,,,,,,,,
220809, English,,,,,,,,,
79640, English,,,,,,,,,
196446, English,,,,,,,,,
414382, English,,,,,,,,,
279068,,,,,,,,,,
401650, English,,,,,,,,,
360205,,,,,,,,,,
324786, 日本語, English,,,,,,,,
317903, Español,,,,,,,,,
362430, English,,,,,,,,,
408546, English,,,,,,,,,
18825,,,,,,,,,,
64109, हिन्दी,,,,,,,,,
133569, Português,,,,,,,,,
371449, English,,,,,,,,,
414632, English,,,,,,,,,
178385, English,,,,,,,,,
325428,,,,,,,,,,
67255, 日本語,,,,,,,,,
78163, 日本語,,,,,,,,,
45554, 日本語,,,,,,,,,
178382,,,,,,,,,,
137381, English,,,,,,,,,
406052, English,,,,,,,,,
259719, Português,,,,,,,,,
35698, English,,,,,,,,,
93891, 日本語,,,,,,,,,
164120, Português,,,,,,,,,
395479, English, Pусский,,,,,,,,
88535, 日本語,,,,,,,,,
91088, 한국어/조선말,,,,,,,,,
334175, Türkçe,,,,,,,,,
244971, 普通话,,,,,,,,,
414827, Türkçe,,,,,,,,,
250388, English,,,,,,,,,
395925, English,,,,,,,,,
65839, Pусский,,,,,,,,,
127236, Pусский,,,,,,,,,
3479, Français,,,,,,,,,
10841, English, Deutsch,,,,,,,,
321142, English, Hrvatski,,,,,,,,
196469, English,,,,,,,,,
56709, English,,,,,,,,,
77946, English,,,,,,,,,
60085, English,,,,,,,,,
43422, Español,,,,,,,,,
197725, English,,,,,,,,,
245003, No Language, English,,,,,,,,
105325, English,,,,,,,,,
352812, English, No Language,,,,,,,,
73074, Italiano,,,,,,,,,
338544, English,,,,,,,,,
392091, English,,,,,,,,,
364615, Español,,,,,,,,,
370978, Español,,,,,,,,,
55156, 广州话 / 廣州話,,,,,,,,,
352164, English,,,,,,,,,
255346, English,,,,,,,,,
345661, العربية, English,,,,,,,,
262775, Bahasa indonesia,,,,,,,,,
113693, English,,,,,,,,,
406970, English,,,,,,,,,
373889, Deutsch,,,,,,,,,
409696, English,,,,,,,,,
76475, Magyar, English,,,,,,,,
149459, Español,,,,,,,,,
179272, English,,,,,,,,,
97584, English,,,,,,,,,
47155, English,,,,,,,,,
264729, Deutsch, Español,,,,,,,,
253336, English,,,,,,,,,
62392, English,,,,,,,,,
79964, English,,,,,,,,,
41591, English,,,,,,,,,
336307, Deutsch,,,,,,,,,
88528, 日本語,,,,,,,,,
393729, Français,,,,,,,,,
340945, English, 日本語,,,,,,,,
408194, suomi, svenska,,,,,,,,
59053, Italiano,,,,,,,,,
412660, Português,,,,,,,,,
155706,,,,,,,,,,
381066, Português,,,,,,,,,
333372, Pусский,,,,,,,,,
101566,,,,,,,,,,
212508, English,,,,,,,,,
293767, English,,,,,,,,,
405203, suomi,,,,,,,,,
351211, English,,,,,,,,,
381018, English, Español,,,,,,,,
325346, English,,,,,,,,,
304030, English, Français, Italiano, Español,,,,,,
308704, Français, Português,,,,,,,,
103215, English, Nederlands,,,,,,,,
391698, English,,,,,,,,,
308529, English, ภาษาไทย,,,,,,,,
337641, Dansk,,,,,,,,,
354859, , Deutsch, English, Français,,,,,,
362293, 日本語,,,,,,,,,
339419, English,,,,,,,,,
47413, No Language,,,,,,,,,
416124, English,,,,,,,,,
346134, English,,,,,,,,,
27620, English,,,,,,,,,
63762,,,,,,,,,,
339405, English,,,,,,,,,
151436,,,,,,,,,,
127369, English,,,,,,,,,
381058, English,,,,,,,,,
284564, Deutsch, English, Español,,,,,,,
414749, English,,,,,,,,,
410199, English,,,,,,,,,
333678, English,,,,,,,,,
333375, English,,,,,,,,,
69696, English,,,,,,,,,
410876, English, Português,,,,,,,,
56391, Pусский,,,,,,,,,
162512,,,,,,,,,,
138730, No Language,,,,,,,,,
405040, Bahasa indonesia,,,,,,,,,
56109, English,,,,,,,,,
355066, Polski, Türkçe,,,,,,,,
24007, English, Polski,,,,,,,,
46149, 日本語,,,,,,,,,
162899,,,,,,,,,,
40653, English,,,,,,,,,
191595, No Language,,,,,,,,,
106394,,,,,,,,,,
377151, English, Italiano,,,,,,,,
405265, Slovenščina,,,,,,,,,
385654, Hrvatski,,,,,,,,,
359870, English,,,,,,,,,
329718, English,,,,,,,,,
231762, No Language,,,,,,,,,
25114, 日本語,,,,,,,,,
39123, 日本語,,,,,,,,,
86462, English,,,,,,,,,
355771,,,,,,,,,,
190681, Français,,,,,,,,,
329639, Português,,,,,,,,,
52457,,,,,,,,,,
29233, English,,,,,,,,,
29020,,,,,,,,,,
394412, Italiano,,,,,,,,,
390669, Italiano,,,,,,,,,
412093, Italiano,,,,,,,,,
352199, Italiano,,,,,,,,,
375167, Italiano,,,,,,,,,
393857, English, Français, Italiano,,,,,,,
365707,,,,,,,,,,
28659, English,,,,,,,,,
383914,,,,,,,,,,
104285, Español,,,,,,,,,
124198, Español,,,,,,,,,
81537,,,,,,,,,,
52247, Português,,,,,,,,,
366864, suomi, 日本語, English,,,,,,,
347762, English,,,,,,,,,
324174, English,,,,,,,,,
381028, English,,,,,,,,,
241928, 한국어/조선말,,,,,,,,,
376166, Français, Deutsch, Español,,,,,,,
35701, English,,,,,,,,,
329802, svenska,,,,,,,,,
347666, Español,,,,,,,,,
39922, English,,,,,,,,,
81477, English,,,,,,,,,
413806,,,,,,,,,,
40216, English, Français,,,,,,,,
72733, ภาษาไทย,,,,,,,,,
18486, ภาษาไทย,,,,,,,,,
357540, ภาษาไทย,,,,,,,,,
340677, English, Français,,,,,,,,
27370, English,,,,,,,,,
403642, English,,,,,,,,,
17244, English,,,,,,,,,
382892, Français,,,,,,,,,
62852, 日本語,,,,,,,,,
61528, English,,,,,,,,,
43719, English,,,,,,,,,
360389, English,,,,,,,,,
21481, English, Français,,,,,,,,
63809, English,,,,,,,,,
404461,,,,,,,,,,
122794, Český, English, Polski,,,,,,,
296867, Español,,,,,,,,,
374464, English, Français,,,,,,,,
258230, English,,,,,,,,,
227266,,,,,,,,,,
329865, 普通话, English, Pусский,,,,,,,
414547, suomi,,,,,,,,,
40217, English,,,,,,,,,
14907, English,,,,,,,,,
391618, Español,,,,,,,,,
390353, English,,,,,,,,,
378379, English,,,,,,,,,
58443, English,,,,,,,,,
382143, Český,,,,,,,,,
223046, English,,,,,,,,,
332210, English,,,,,,,,,
29570, English,,,,,,,,,
374671, 日本語,,,,,,,,,
413011, English,,,,,,,,,
191536, Latviešu,,,,,,,,,
106070, English,,,,,,,,,
47177, English,,,,,,,,,
393134, Magyar,,,,,,,,,
170967, English,,,,,,,,,
413017, فارسی, Español,,,,,,,,
399621, فارسی,,,,,,,,,
339116, English,,,,,,,,,
382511, Français,,,,,,,,,
91045,,,,,,,,,,
57924, Deutsch,,,,,,,,,
24799, English,,,,,,,,,
374452, Română,,,,,,,,,
392812, Română,,,,,,,,,
75004, 한국어/조선말,,,,,,,,,
132712, English, Português,,,,,,,,
161908, Português,,,,,,,,,
98277, Français, Pусский,,,,,,,,
132608, Português,,,,,,,,,
73160, Português,,,,,,,,,
103785, Türkçe,,,,,,,,,
38156, English,,,,,,,,,
70666, Português,,,,,,,,,
158921, Português,,,,,,,,,
409536, English,,,,,,,,,
376228, English,,,,,,,,,
218850, svenska,,,,,,,,,
416867, English,,,,,,,,,
197772, Français,,,,,,,,,
251619, Nederlands,,,,,,,,,
79779, Español,,,,,,,,,
1609, English,,,,,,,,,
200119,,,,,,,,,,
325385, English, Français, Español,,,,,,,
336776, 日本語,,,,,,,,,
311215, Español,,,,,,,,,
250278, English, 日本語, Pусский,,,,,,,
68972, Français,,,,,,,,,
286313, Magyar,,,,,,,,,
125276, 日本語,,,,,,,,,
244331, English,,,,,,,,,
73306, 日本語,,,,,,,,,
34745, English,,,,,,,,,
418072, Español,,,,,,,,,
182548, English,,,,,,,,,
60504, English,,,,,,,,,
268853, Nederlands,,,,,,,,,
73823, English,,,,,,,,,
52204, English,,,,,,,,,
42793, English,,,,,,,,,
62722, English, Français,,,,,,,,
44805,,,,,,,,,,
403434, English, Deutsch,,,,,,,,
375366, English,,,,,,,,,
408537, Español,,,,,,,,,
57278, Polski,,,,,,,,,
245627, English,,,,,,,,,
298583, English,,,,,,,,,
388764, English, 한국어/조선말, 普通话, ภาษาไทย,,,,,,
124501, English,,,,,,,,,
389396, English,,,,,,,,,
399300, 普通话,,,,,,,,,
276624, 日本語,,,,,,,,,
377447, 日本語, English, 普通话,,,,,,,
408620, 한국어/조선말,,,,,,,,,
410729, 日本語,,,,,,,,,
379300, 日本語,,,,,,,,,
413198, 广州话 / 廣州話, 普通话,,,,,,,,
411268, 广州话 / 廣州話, 普通话,,,,,,,,
393559, Français,,,,,,,,,
387845, 한국어/조선말,,,,,,,,,
334930, 广州话 / 廣州話,,,,,,,,,
380007, 普通话,,,,,,,,,
180132, English,,,,,,,,,
42782, English, Français,,,,,,,,
72309, Italiano,,,,,,,,,
212967, English,,,,,,,,,
173739, Português,,,,,,,,,
412518, English,,,,,,,,,
414276, हिन्दी,,,,,,,,,
67102, Eesti, Polski, Pусский,,,,,,,
20949, Pусский,,,,,,,,,
255573, English,,,,,,,,,
293721, Pусский,,,,,,,,,
384664, Deutsch,,,,,,,,,
60759, English,,,,,,,,,
42938, 日本語,,,,,,,,,
142770, Pусский,,,,,,,,,
135286, Français,,,,,,,,,
405627, English,,,,,,,,,
366885, Nederlands,,,,,,,,,
291680,,,,,,,,,,
339079, English,,,,,,,,,
401971, English, हिन्दी,,,,,,,,
324307,,,,,,,,,,
416086, English,,,,,,,,,
241885, 한국어/조선말,,,,,,,,,
142533, 한국어/조선말,,,,,,,,,
112283, 한국어/조선말,,,,,,,,,
228687, 한국어/조선말,,,,,,,,,
48508, 한국어/조선말,,,,,,,,,
211029,,,,,,,,,,
391486,,,,,,,,,,
345924, English,,,,,,,,,
292022, English,,,,,,,,,
321779, Français, Český,,,,,,,,
411009, English, Italiano,,,,,,,,
295886, English,,,,,,,,,
253154, English,,,,,,,,,
402529, English,,,,,,,,,
159432, Dansk,,,,,,,,,
410455,,,,,,,,,,
160821, Français,,,,,,,,,
175791,,,,,,,,,,
295832, Italiano,,,,,,,,,
363757, Italiano,,,,,,,,,
333884, Italiano,,,,,,,,,
53805, Italiano,,,,,,,,,
414719, English,,,,,,,,,
130885, English,,,,,,,,,
285398,,,,,,,,,,
411442, 普通话,,,,,,,,,
61187, 广州话 / 廣州話, English, 한국어/조선말,,,,,,,
45505, 广州话 / 廣州話, 日本語,,,,,,,,
321497, English,,,,,,,,,
378087, Español,,,,,,,,,
356189, English,,,,,,,,,
359483, Deutsch,,,,,,,,,
343227, Español,,,,,,,,,
117592, Français,,,,,,,,,
162686, Français,,,,,,,,,
413834, English,,,,,,,,,
375794, Español,,,,,,,,,
385736, English,,,,,,,,,
376453, English,,,,,,,,,
418979, English,,,,,,,,,
24043, English,,,,,,,,,
85163, English,,,,,,,,,
161969, English,,,,,,,,,
22455, English,,,,,,,,,
196789, English,,,,,,,,,
169091, Français,,,,,,,,,
326250, English,,,,,,,,,
351232, Español,,,,,,,,,
148558, English,,,,,,,,,
388243, English,,,,,,,,,
376565, Pусский,,,,,,,,,
322455,,,,,,,,,,
382170, 日本語,,,,,,,,,
84195, Português,,,,,,,,,
377492, English,,,,,,,,,
411638, Español,,,,,,,,,
241639, 普通话,,,,,,,,,
280030, العربية, עִבְרִית,,,,,,,,
392820, English,,,,,,,,,
384036,,,,,,,,,,
396899, Français,,,,,,,,,
414642,,,,,,,,,,
410936, Český,,,,,,,,,
336055, 한국어/조선말,,,,,,,,,
390376, Pусский,,,,,,,,,
370203, English,,,,,,,,,
185564, English,,,,,,,,,
352917, Magyar,,,,,,,,,
402612, Magyar,,,,,,,,,
363383,,,,,,,,,,
29211,,,,,,,,,,
412437, suomi,,,,,,,,,
414771, العربية, עִבְרִית,,,,,,,,
410142, English,,,,,,,,,
395560, English,,,,,,,,,
381046, English,,,,,,,,,
356335,,,,,,,,,,
311146, Bahasa indonesia,,,,,,,,,
49760, English,,,,,,,,,
393939, English,,,,,,,,,
55504, English,,,,,,,,,
367544, English,,,,,,,,,
317120, English,,,,,,,,,
367538, English,,,,,,,,,
212762, English,,,,,,,,,
355730, English,,,,,,,,,
361261, English,,,,,,,,,
338485, English,,,,,,,,,
392629, English,,,,,,,,,
37609, English, Español,,,,,,,,
245473, English, Deutsch,,,,,,,,
325189, English,,,,,,,,,
400190,,,,,,,,,,
379992, English,,,,,,,,,
32293, English,,,,,,,,,
16236, English,,,,,,,,,
178682, English,,,,,,,,,
393659, English,,,,,,,,,
407334, English,,,,,,,,,
407171, English,,,,,,,,,
143563, English,,,,,,,,,
65256, English, Deutsch,,,,,,,,
88920, English,,,,,,,,,
379990, English,,,,,,,,,
377431, English, Italiano,,,,,,,,
344123, English, Deutsch,,,,,,,,
393656, English,,,,,,,,,
396394, English,,,,,,,,,
27074, English,,,,,,,,,
289225, English, Deutsch,,,,,,,,
5764, English,,,,,,,,,
343369, English,,,,,,,,,
383256, English,,,,,,,,,
324264,,,,,,,,,,
308686, English,,,,,,,,,
391934, English,,,,,,,,,
64183, English,,,,,,,,,
354832, English,,,,,,,,,
295656, English,,,,,,,,,
21780, English,,,,,,,,,
366017,,,,,,,,,,
144785, English,,,,,,,,,
231617, English,,,,,,,,,
396289, English,,,,,,,,,
414762,,,,,,,,,,
49350, English,,,,,,,,,
157449, English, Français,,,,,,,,
381063, English,,,,,,,,,
119372, English,,,,,,,,,
243984, English,,,,,,,,,
68044, English,,,,,,,,,
129277, فارسی, ozbek,,,,,,,,
153133, English, Pусский,,,,,,,,
63710, English,,,,,,,,,
244182, English,,,,,,,,,
339967, English,,,,,,,,,
390296, English,,,,,,,,,
39751, 广州话 / 廣州話, English, Español,,,,,,,
57309, ภาษาไทย,,,,,,,,,
36113, 普通话,,,,,,,,,
358808, 普通话,,,,,,,,,
371181, English,,,,,,,,,
145132, English,,,,,,,,,
41281, Deutsch,,,,,,,,,
105768, English,,,,,,,,,
38048, English, Français,,,,,,,,
65900, Český,,,,,,,,,
271033, English,,,,,,,,,
116494, English,,,,,,,,,
25778, English,,,,,,,,,
18182, English,,,,,,,,,
25786, English,,,,,,,,,
24886, English,,,,,,,,,
239033, English,,,,,,,,,
281506, English,,,,,,,,,
37453,,,,,,,,,,
34075, Český, English,,,,,,,,
79737, English,,,,,,,,,
407655, English,,,,,,,,,
34092, Nederlands,,,,,,,,,
39772, Nederlands,,,,,,,,,
35840,,,,,,,,,,
24862, English,,,,,,,,,
410634, Pусский,,,,,,,,,
402193, Pусский,,,,,,,,,
382563, 普通话,,,,,,,,,
300605, Português,,,,,,,,,
89825, 日本語,,,,,,,,,
229254, svenska,,,,,,,,,
408508, English,,,,,,,,,
230232, Magyar,,,,,,,,,
359373, ελληνικά,,,,,,,,,
86822, English,,,,,,,,,
241999, English,,,,,,,,,
313369, English,,,,,,,,,
56413,,,,,,,,,,
155191,,,,,,,,,,
407806, English,,,,,,,,,
318184, English, Eesti,,,,,,,,
53216, English,,,,,,,,,
40470, English,,,,,,,,,
70278, Eesti,,,,,,,,,
145316, English,,,,,,,,,
334517, Français, English, Gaeilge,,,,,,,
401861, Pусский,,,,,,,,,
377154, Français,,,,,,,,,
227261, Eesti,,,,,,,,,
300672, English,,,,,,,,,
379779, English,,,,,,,,,
404459, English,,,,,,,,,
292834, English,,,,,,,,,
348315, Nederlands,,,,,,,,,
375315, فارسی,,,,,,,,,
322476, Eesti,,,,,,,,,
294651, 日本語,,,,,,,,,
70554, English,,,,,,,,,
355111, Nederlands, Český, English,,,,,,,
377897, English,,,,,,,,,
68529, 한국어/조선말,,,,,,,,,
43776, Español,,,,,,,,,
47562, English,,,,,,,,,
116327, English,,,,,,,,,
84711, English,,,,,,,,,
403429, Română,,,,,,,,,
223680, Română,,,,,,,,,
58473, English,,,,,,,,,
369885, العربية, English, Français, Deutsch,,,,,,
340103, English,,,,,,,,,
241763, English,,,,,,,,,
12631, Deutsch,,,,,,,,,
50855, No Language,,,,,,,,,
125958, English,,,,,,,,,
55602, English,,,,,,,,,
381045, English,,,,,,,,,
76533, English,,,,,,,,,
36542, English,,,,,,,,,
45692, English,,,,,,,,,
254241, English,,,,,,,,,
262848, English,,,,,,,,,
102242, English,,,,,,,,,
97784, English,,,,,,,,,
158811, English, Italiano, Pусский, Français,,,,,,
413441, English,,,,,,,,,
283521, English,,,,,,,,,
415766, English,,,,,,,,,
412851, Eesti, Lietuvi\x9akai, Pусский,,,,,,,
20784, English,,,,,,,,,
194757,,,,,,,,,,
148753, 广州话 / 廣州話,,,,,,,,,
142918, 日本語,,,,,,,,,
126820, English,,,,,,,,,
417877, English,,,,,,,,,
331642, Español,,,,,,,,,
394822, English,,,,,,,,,
100179, English,,,,,,,,,
54418, English,,,,,,,,,
15282, English,,,,,,,,,
97716,,,,,,,,,,
411736, English,,,,,,,,,
324560, Nederlands, English, Português,,,,,,,
416390,,,,,,,,,,
35826, English,,,,,,,,,
149213, English,,,,,,,,,
207932, English,,,,,,,,,
331313, עִבְרִית, English,,,,,,,,
335796, English,,,,,,,,,
119914, English,,,,,,,,,
72701, Português,,,,,,,,,
86172, Português,,,,,,,,,
381040, English,,,,,,,,,
419147, English,,,,,,,,,
368993, English,,,,,,,,,
18739, English, Deutsch,,,,,,,,
418772, English,,,,,,,,,
410126, English, Íslenska, svenska,,,,,,,
364410, English,,,,,,,,,
389972, 日本語,,,,,,,,,
82406, 한국어/조선말,,,,,,,,,
72857, 한국어/조선말,,,,,,,,,
21194, Español,,,,,,,,,
406992, English,,,,,,,,,
136799, English,,,,,,,,,
376389, English, 普通话,,,,,,,,
81583,,,,,,,,,,
319093, Español, English,,,,,,,,
27476, English,,,,,,,,,
300424, English,,,,,,,,,
417026,,,,,,,,,,
198795, Español,,,,,,,,,
255885, English,,,,,,,,,
413337,,,,,,,,,,
329697, English,,,,,,,,,
105702,,,,,,,,,,
27443, Deutsch, English,,,,,,,,
333099,,,,,,,,,,
279966, English,,,,,,,,,
267931, English,,,,,,,,,
356895, English,,,,,,,,,
258631, Lietuvi\x9akai,,,,,,,,,
301334, English,,,,,,,,,
145959,,,,,,,,,,
85200, English,,,,,,,,,
27462, English,,,,,,,,,
104044,,,,,,,,,,
67390, English, Deutsch,,,,,,,,
81463, Español,,,,,,,,,
68482, English,,,,,,,,,
55996, English,,,,,,,,,
29638, English,,,,,,,,,
188836, 普通话,,,,,,,,,
378918, English,,,,,,,,,
81672, Italiano,,,,,,,,,
26334, English,,,,,,,,,
86707, suomi,,,,,,,,,
384683, Polski,,,,,,,,,
374515, English,,,,,,,,,
414610, English,,,,,,,,,
286567, English,,,,,,,,,
42078, English,,,,,,,,,
377276, Français,,,,,,,,,
99896, Français, Español,,,,,,,,
376004, English,,,,,,,,,
99536, English,,,,,,,,,
386100, Deutsch,,,,,,,,,
69484, 日本語,,,,,,,,,
381073, English,,,,,,,,,
414067,,,,,,,,,,
412924, English,,,,,,,,,
28425, English,,,,,,,,,
292510, English,,,,,,,,,
52949, English,,,,,,,,,
285814, English,,,,,,,,,
42100, English,,,,,,,,,
159538, English,,,,,,,,,
97128, Español,,,,,,,,,
369567, Español,,,,,,,,,
359805, Français,,,,,,,,,
417028, English,,,,,,,,,
402543, English,,,,,,,,,
30768, English,,,,,,,,,
299590, Français,,,,,,,,,
413440,,,,,,,,,,
237709, English,,,,,,,,,
30351, English,,,,,,,,,
398891, English, Polski, Español,,,,,,,
150657, Français,,,,,,,,,
412974, English,,,,,,,,,
414767, English,,,,,,,,,
251630, English,,,,,,,,,
310417,,,,,,,,,,
370765, English,,,,,,,,,
343858, English, Français,,,,,,,,
330161, English,,,,,,,,,
348631, English,,,,,,,,,
243987,,,,,,,,,,
403330,,,,,,,,,,
290100, Nederlands,,,,,,,,,
420703, Português,,,,,,,,,
385737, English,,,,,,,,,
332742, اردو, English, ਪੰਜਾਬੀ,,,,,,,
360284, English,,,,,,,,,
402298, English,,,,,,,,,
422127, English,,,,,,,,,
377448, English,,,,,,,,,
164134, English,,,,,,,,,
343611, English,,,,,,,,,
316021, English, Français,,,,,,,,
415078, English,,,,,,,,,
291356, English,,,,,,,,,
109841, English,,,,,,,,,
121111, English,,,,,,,,,
421958, Deutsch,,,,,,,,,
333072, 日本語,,,,,,,,,
269057, English,,,,,,,,,
385722, English,,,,,,,,,
258809, English,,,,,,,,,
346388, English,,,,,,,,,
348320, Nederlands, Deutsch,,,,,,,,
87035,,,,,,,,,,
315252, Nederlands,,,,,,,,,
258113, Nederlands,,,,,,,,,
405763,,,,,,,,,,
111457, English,,,,,,,,,
81420, English,,,,,,,,,
120055, English,,,,,,,,,
74491,,,,,,,,,,
114108, No Language,,,,,,,,,
247158,,,,,,,,,,
61736,,,,,,,,,,
22579, English,,,,,,,,,
263260,,,,,,,,,,
419771, Pусский,,,,,,,,,
405656, English,,,,,,,,,
339894, Deutsch,,,,,,,,,
421281, English,,,,,,,,,
366887, Nederlands,,,,,,,,,
421619, Hrvatski,,,,,,,,,
365267, Polski, svenska,,,,,,,,
366696, English,,,,,,,,,
187790, English,,,,,,,,,
13626, Dansk,,,,,,,,,
326285, English,,,,,,,,,
422514, English,,,,,,,,,
43022, English,,,,,,,,,
44787, English,,,,,,,,,
179057, English,,,,,,,,,
282225, العربية,,,,,,,,,
218299, English,,,,,,,,,
72394, English,,,,,,,,,
114471, English,,,,,,,,,
50699, English,,,,,,,,,
421854, English,,,,,,,,,
333318, Español,,,,,,,,,
392058, English,,,,,,,,,
413770, English,,,,,,,,,
360029, English, Bahasa indonesia, 한국어/조선말,,,,,,,
339152,,,,,,,,,,
352094, Português, Español,,,,,,,,
55739, English,,,,,,,,,
51443,,,,,,,,,,
26987, English,,,,,,,,,
374461, English,,,,,,,,,
187276,,,,,,,,,,
57843, English,,,,,,,,,
79871, 广州话 / 廣州話,,,,,,,,,
204051, 한국어/조선말,,,,,,,,,
278544,,,,,,,,,,
336216,,,,,,,,,,
102870, ελληνικά,,,,,,,,,
410718, English, Français, Türkçe,,,,,,,
29136, English,,,,,,,,,
59762, English,,,,,,,,,
46718, English,,,,,,,,,
397514, English,,,,,,,,,
421851, English,,,,,,,,,
113649, 한국어/조선말,,,,,,,,,
381737, English,,,,,,,,,
61722, Deutsch,,,,,,,,,
111118,,,,,,,,,,
